X,Y,OBJECTID,AIC,LifeboatStationNameProper,LaunchTime,YearOfCall,LifeboatClass,LifeboatNumber,RoSType,CasualtyCategory,CasualtyTypeFull,ReasonForLaunch,OutcomeOfService,Activity,VisibilityAtIncident,WeatherAtIncident,SeaConditionsAtIncident,WeatherAtLaunch,VisibilityAtLaunch,WindDirectionAtLaunch,SeaConditionsAtLaunch,DateOfLaunch,ROSNumber,GlobalID,CreationDate,Creator,EditDate,Editor
-9.3013,53.2423,11790,Small craft - Kayak and canoeing,GALWAY,15:20:00,2014,ATLANTIC 85,B-853,ILB,LEISURE,Canoe/Kayak,Thought to be in trouble,Resolved unaided,KAYAKING/CANOEING (SIT IN),GOOD,PART CLOUDY,ROUGH,PART CLOUDY,GOOD,315,ROUGH,2014/02/01 00:00:00+00,,{31D776A9-6C28-47C0-9657-7CAD126E5BF0},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1591,53.1317,12012,Walker - Trapped on shore,GALWAY,15:00:00,2008,,B-738,ILB,PEOPLE,Person on cliff / rocks,Stranded,Resolved unaided,WALKING,GOOD,PART CLOUDY,SLIGHT,PART CLOUDY,GOOD,203,SLIGHT,2008/02/10 00:00:00+00,,{D0D8A215-B3D3-4D7D-9BC3-F91319E577F5},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0467,53.2675,12087,Waterside activity - On shore,GALWAY,18:27:00,2014,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Rendered assistance,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,SLIGHT,PART CLOUDY,GOOD,315,SLIGHT,2014/02/05 00:00:00+00,,{F214E520-B692-4D7C-97CC-4A5CBC2E8D44},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0236,53.2584,12160,Hoax and false alarm,GALWAY,01:45:00,2011,ATLANTIC 75,B-757,ILB,OTHER,Distress signals,Thought to be in trouble,Hoax call suspected but unconfirmed,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,203,CALM,2011/02/12 00:00:00+00,,{C2938104-09EF-47F5-BF7F-B1E2D56120D9},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0417,53.2625,12312,Person in distress,GALWAY,08:35:00,2013,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,Rendered assistance,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,90,CALM,2013/02/02 00:00:00+00,,{023A25BD-6CAD-4F79-B37E-50F15FE30B21},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0457,53.2639,12325,Person in distress,GALWAY,17:25:00,2011,ATLANTIC 75,B-757,ILB,PEOPLE,Person in water,In danger of drowning,Unsuccessful search,SUSPECTED SELF HARM,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,,CALM,2011/02/13 00:00:00+00,,{D429D9B8-37E2-44CF-843C-F41EAA046562},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0403,53.2591,12925,Waterside activity - On shore,GALWAY,04:02:00,2010,,B-738,ILB,PEOPLE,Person missing,Person missing,Unsuccessful search,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,OVERCAST,SMOOTH,OVERCAST,GOOD,45,SMOOTH,2010/02/24 00:00:00+00,,{59B58D52-03D1-4662-ACD6-B68909777A5A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0833,53.2917,13337,Hoax and false alarm,GALWAY,16:10:00,2013,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,113,CALM,2013/02/24 00:00:00+00,,{2DBD66C8-81BB-4873-91BA-3BD8903C7C84},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0233,53.2611,13673,Hoax and false alarm,GALWAY,00:25:00,2008,,B-738,ILB,OTHER,Object in the sea,Fire,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,POOR,PART CLOUDY,CALM,PART CLOUDY,POOR,180,CALM,2008/02/15 00:00:00+00,,{94C6D949-50DB-4E08-A07A-A79C32E44949},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0882,53.2587,13782,Hoax and false alarm,GALWAY,11:40:00,2008,,B-738,ILB,OTHER,Person in water,Person recovery,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,ROUGH,PART CLOUDY,GOOD,203,ROUGH,2008/02/26 00:00:00+00,,{BEF231C3-CB6B-4382-8CC0-9280546A8AA6},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0467,53.2675,14487,Waterside activity - On shore,GALWAY,23:56:00,2014,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,248,SMOOTH,2014/03/08 00:00:00+00,,{BFB4DB60-19EF-440D-85A8-8FE95F680CFC},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0467,53.2667,15108,Person in distress,GALWAY,22:10:00,2014,ATLANTIC 85,B-853,ILB,PEOPLE,Person on shoreline/beach/river bank/embankment,Person in distress,Others assisted casualty,SUSPECTED SELF HARM,FAIR,CLOUDY,SLIGHT,CLOUDY,FAIR,270,SLIGHT,2014/02/19 00:00:00+00,,{8ADA94D8-5DD7-4190-BC3D-7947F97C1FE3},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0961,53.2523,16220,Other - Trapped on shore,GALWAY,17:20:00,2010,,B-738,ILB,PEOPLE,Person on cliff / rocks,Cut off by tide,Rendered assistance,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,225,SMOOTH,2010/03/28 00:00:00+00,,{0C5845CF-3BE7-48F0-A073-FD3F9D918F4F},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0455,53.2641,16313,Person in distress,GALWAY,08:00:00,2011,ATLANTIC 75,B-757,ILB,PEOPLE,Person missing,Person missing,Unsuccessful search,SUSPECTED SELF HARM,GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,270,SMOOTH,2011/02/14 00:00:00+00,,{42F3C238-6CDD-48B6-9362-9F0DD46B6A17},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0063,53.2611,16314,Person in water,GALWAY,08:00:00,2011,ATLANTIC 75,B-757,ILB,OTHER,Person in water,Person recovery,Rendered assistance,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,270,SMOOTH,2011/02/14 00:00:00+00,,{5E9A8B5D-93A3-4574-AB87-84921381DFD4},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0536,53.2805,16319,Hoax and false alarm,GALWAY,03:15:00,2008,,B-738,ILB,PEOPLE,Person in water,Person missing,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,315,CALM,2008/03/23 00:00:00+00,,{ACE17FF6-1EF2-459F-9225-DDE3D731A1EC},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0833,53.25,16656,Waterside activity - On shore,GALWAY,16:30:00,2014,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,SLIGHT,PART CLOUDY,GOOD,338,SLIGHT,2014/03/25 00:00:00+00,,{057AB243-652B-4D4F-8AD4-0245519F3220},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0833,53.25,16835,Hoax and false alarm,GALWAY,10:05:00,2014,ATLANTIC 85,B-853,ILB,OTHER,Object in the sea,Marine Debris or Object,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,23,CALM,2014/03/28 00:00:00+00,,{9F380C81-12FF-4AF3-8687-E8D496344C05},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0233,53.2583,18411,Hoax and false alarm,GALWAY,19:17:00,2012,ATLANTIC 85,B-853,ILB,PEOPLE,Person on island,Cut off by tide,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,90,CALM,2012/03/26 00:00:00+00,,{065E09EB-A47B-4B34-8AE2-DD6B7B61F19E},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0918,53.2558,18426,Swimmers,GALWAY,16:50:00,2012,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Resolved unaided,SWIMMING,GOOD,CLEAR SKY,SMOOTH,CLEAR SKY,GOOD,225,SMOOTH,2012/03/29 00:00:00+00,,{EFBCC9F3-1983-461E-A5BB-67F79A22F280},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0455,53.2641,18829,Person in distress,GALWAY,19:50:00,2011,ATLANTIC 75,B-757,ILB,PEOPLE,Person in water,In danger of drowning,Others assisted casualty,SUSPECTED SELF HARM,POOR,SQUALLY,SLIGHT,SQUALLY,POOR,270,SLIGHT,2011/04/01 00:00:00+00,,{19E6B98E-D03B-4171-B7A2-44A108BF059C},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.9583,53.18,19022,Small craft - Kayak and canoeing,GALWAY,14:50:00,2014,ATLANTIC 85,B-853,ILB,LEISURE,Canoe/Kayak,Adverse conditions,Others assisted casualty,KAYAKING/CANOEING (SIT IN),GOOD,CLOUDY,ROUGH,CLOUDY,GOOD,225,ROUGH,2014/04/06 00:00:00+00,,{B6EB0269-68AF-496C-9014-F0E5DFEFC962},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0405,53.266,19062,Person in distress,GALWAY,03:06:00,2010,,B-738,ILB,PEOPLE,Person missing,Person missing,Others assisted casualty,SUSPECTED SELF HARM,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,135,SMOOTH,2010/03/17 00:00:00+00,,{EFDA8D8D-F53A-46F8-828D-158253F0FD86},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.3041,53.2392,19473,Hoax and false alarm,GALWAY,15:15:00,2010,,B-738,ILB,OTHER,Distress signals,Thought to be in trouble,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLEAR SKY,SMOOTH,CLEAR SKY,GOOD,135,SMOOTH,2010/04/09 00:00:00+00,,{7B811BEA-0336-4E5D-8892-BC16E9C91827},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.2167,53.2458,20060,Hoax and false alarm,GALWAY,16:00:00,2014,ATLANTIC 85,B-853,ILB,OTHER,Object in the sea,Marine Debris or Object,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLOUDY,ROUGH,CLOUDY,GOOD,225,ROUGH,2014/04/06 00:00:00+00,,{4056A9AB-D1A0-4E57-94EB-E109946E768C},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05,53.2675,20067,Person in distress,GALWAY,21:02:00,2014,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person in distress,Others assisted casualty,SUSPECTED SELF HARM,GOOD,CLOUDY,ROUGH,CLOUDY,GOOD,225,ROUGH,2014/04/06 00:00:00+00,,{919DF79F-F662-4118-BD32-C132CD94D415},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1333,53.1333,20214,Hoax and false alarm,GALWAY,20:32:00,2015,ATLANTIC 85,B-853,ILB,OTHER,Distress signals,Thought to be in trouble,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,0,CALM,2015/02/01 00:00:00+00,,{E83DE254-30E5-4D88-8605-F0CA59B75EA2},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0567,53.2533,20221,Hoax and false alarm,GALWAY,20:43:00,2015,ATLANTIC 85,B-853,ILB,OTHER,Distress signals,Thought to be in trouble,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,270,CALM,2015/03/24 00:00:00+00,,{89E3A6BA-6771-44ED-815A-9B70B42939C8},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0423,53.2682,20307,Person in distress,GALWAY,16:32:00,2011,ATLANTIC 75,B-757,ILB,PEOPLE,Person on man made structure,Person in distress,Rendered assistance,SUSPECTED SELF HARM,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,225,CALM,2011/04/13 00:00:00+00,,{3AEA3748-367F-4C00-99F7-6E988FDDA957},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0172,53.2659,21516,Walker - Trapped on shore,GALWAY,13:25:00,2008,,B-738,ILB,PEOPLE,Person on shoreline/beach/river bank/embankment,Cut off by tide,Resolved unaided,WALKING,GOOD,PART CLOUDY,SLIGHT,PART CLOUDY,GOOD,225,SLIGHT,2008/05/04 00:00:00+00,,{5F521851-9827-4C41-828F-FC22A876FB95},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.9975,53.187,21651,Motorboating - Man overboard,GALWAY,16:33:00,2008,,B-738,ILB,LEISURE,Powered boat,Man overboard,Rendered assistance,SAILING,EXCELLENT,PART CLOUDY,SLIGHT,PART CLOUDY,EXCELLENT,225,SLIGHT,2008/05/04 00:00:00+00,,{DA1E46CA-F330-4D51-ADE7-7E726B88E36D},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05,53.2675,21805,Waterside activity - On shore,GALWAY,03:00:00,2014,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person in distress,Unsuccessful search,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,158,CALM,2014/04/25 00:00:00+00,,{010C7467-C26F-492D-86A3-273523BFD8DE},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.025,53.26,22384,Walker - Trapped on shore,GALWAY,13:56:00,2014,ATLANTIC 85,B-853,ILB,PEOPLE,Person on island,Stranded,Rendered assistance,WALKING / RUNNING,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,0,CALM,2014/04/28 00:00:00+00,,{D9F936DF-0342-464C-A2ED-8C0BB87EA3EA},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1817,53.23,22493,Sailing - Other reason,GALWAY,12:50:00,2012,ATLANTIC 85,B-853,ILB,LEISURE,Yacht with engine,Machinery failure,Rendered assistance,SAILING,GOOD,CLOUDY,CHOPPY,CLOUDY,GOOD,0,CHOPPY,2012/04/29 00:00:00+00,,{C853456B-0078-4FF3-95CF-368B30FDACAE},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1,53.25,23235,Hoax and false alarm,GALWAY,20:48:00,2012,ATLANTIC 85,B-853,ILB,OTHER,Distress signals,Thought to be in trouble,Hoax call confirmed,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,45,SLIGHT,2012/05/04 00:00:00+00,,{994B114B-9B4A-4CD7-9657-54BBD8A20836},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.025,53.2767,23277,Walker - Trapped on shore,GALWAY,16:16:00,2013,ATLANTIC 85,B-853,ILB,PEOPLE,Person on island,Cut off by tide,Rendered assistance,WALKING / RUNNING,FAIR,OVERCAST,CHOPPY,OVERCAST,FAIR,270,CHOPPY,2013/05/13 00:00:00+00,,{256DBC49-0E29-476A-BBDF-ED3BE234D512},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0217,53.25,23333,Motorboating - Other reason,GALWAY,13:02:00,2013,ATLANTIC 85,B-853,ILB,LEISURE,Powered boat,Machinery failure,Others assisted casualty,MOTORBOATING,GOOD,PART CLOUDY,CHOPPY,PART CLOUDY,GOOD,270,CHOPPY,2013/05/11 00:00:00+00,,{3A6FC294-B864-45BF-BFC4-598045B768F6},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.9973,53.2421,24592,Motorboating - Other reason,GALWAY,17:00:00,2008,,B-738,ILB,LEISURE,Powered boat,Out of fuel,Rendered assistance,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,225,CALM,2008/05/12 00:00:00+00,,{F100D866-64C0-4AD6-A2DD-A21F4EFC137E},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0528,53.2812,24605,Person in distress,GALWAY,13:45:00,2008,,B-738,ILB,PEOPLE,Person in water,In danger of drowning,Resolved unaided,SUSPECTED SELF HARM,GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,180,CALM,2008/05/13 00:00:00+00,,{CC3F4E00-4B6A-4126-B2EC-AEA266F07AFA},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1422,53.1352,24613,Motorboating - Other reason,GALWAY,17:35:00,2008,,B-738,ILB,LEISURE,Powered boat,Machinery failure,Rendered assistance,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLEAR SKY,CHOPPY,CLEAR SKY,GOOD,90,CHOPPY,2008/05/13 00:00:00+00,,{648EB81A-AAB5-4084-996C-B8671C368651},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0495,53.2671,25542,Hoax and false alarm,GALWAY,19:30:00,2013,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,False alarm,SWIMMING,FAIR,PART CLOUDY,SLIGHT,PART CLOUDY,FAIR,203,SLIGHT,2013/05/26 00:00:00+00,,{D6CFABA3-6A58-4A97-AF9E-5D162FA4E167},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.09,53.2558,25764,Swimmers,GALWAY,13:03:00,2012,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,Resolved unaided,SWIMMING,FAIR,CLOUDY,ROUGH,CLOUDY,FAIR,225,ROUGH,2012/05/14 00:00:00+00,,{435C37BB-1B0B-41C1-A4FE-E4B291FCD888},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0665,53.2577,27279,Swimmers,GALWAY,13:35:00,2012,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,Rendered assistance,SWIMMING,EXCELLENT,CLEAR SKY,CALM,CLEAR SKY,EXCELLENT,270,CALM,2012/05/24 00:00:00+00,,{77ECC39E-A522-4B02-86CB-2E1A36AA3453},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0217,53.2617,28483,Other - Trapped on shore,GALWAY,12:30:00,2014,ATLANTIC 85,B-853,ILB,PEOPLE,Person on island,Cut off by tide,Resolved unaided,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLEAR SKY,SMOOTH,CLEAR SKY,GOOD,135,SMOOTH,2014/05/27 00:00:00+00,,{B1A88122-3CAB-436F-87AF-81DC80A625EA},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0917,53.2517,28511,Waterside activity - On shore,GALWAY,06:11:00,2014,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,180,SMOOTH,2014/05/26 00:00:00+00,,{3F911D38-B7F3-42FE-BF86-6DB500467224},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0917,53.2517,28519,Person in distress,GALWAY,10:04:00,2014,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person recovery,Others assisted casualty,SUSPECTED SELF HARM,GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,135,SMOOTH,2014/05/26 00:00:00+00,,{CD60B3FF-1BD2-44FC-8F6A-5BBAD78768F7},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1217,53.2517,28979,Small craft - Kite boarding,GALWAY,15:38:00,2012,ATLANTIC 85,B-853,ILB,LEISURE,Kite Board,Thought to be in trouble,Resolved unaided,WINDSURFING / KITE SURFING,GOOD,CLEAR SKY,SMOOTH,CLEAR SKY,GOOD,90,SMOOTH,2012/05/26 00:00:00+00,,{46161676-2529-4220-9175-7F5C431896EF},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1483,53.2467,29357,Sailing - Other reason,GALWAY,11:03:00,2013,ATLANTIC 85,B-853,ILB,LEISURE,Yacht no engine,Thought to be in trouble,Rendered assistance,SAILING,GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,180,CALM,2013/06/09 00:00:00+00,,{A1A1ED12-D49E-4EF2-84A6-431EABF52B26},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1583,53.2417,29365,Small craft - Kayak and canoeing,GALWAY,18:12:00,2013,ATLANTIC 85,B-853,ILB,LEISURE,Canoe/Kayak,Leaks / Swamping,Resolved unaided,KAYAKING/CANOEING (SIT ON TOP),GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,315,SMOOTH,2013/05/31 00:00:00+00,,{2D2E04FF-B809-41FB-9645-56DB8BC618F3},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0033,53.2367,29395,Sailing - Other reason,GALWAY,15:50:00,2013,ATLANTIC 85,B-853,ILB,LEISURE,Yacht with engine,Stranding or grounding,Rendered assistance,SAILING,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,315,SLIGHT,2013/05/23 00:00:00+00,,{83CCABCA-99B8-4FE2-BBC6-06612EF6671F},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.984,53.2432,29413,Angling from boat - Other reason,GALWAY,14:30:00,2013,ATLANTIC 85,B-853,ILB,LEISURE,Fishing Vessel (Leisure),Machinery failure,Rendered assistance,FISHING (LEISURE),GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,270,CALM,2013/06/06 00:00:00+00,,{8E9CB491-1DD8-42D3-BC74-9DB214CBEDDD},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0183,53.245,29419,Hoax and false alarm,GALWAY,20:49:00,2013,ATLANTIC 85,B-853,ILB,PEOPLE,Person on island,Cut off by tide,False alarm,KAYAKING/CANOEING (SIT IN),GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,270,CALM,2013/06/06 00:00:00+00,,{635B60D1-4D87-4C28-BAEA-F1F2D7233598},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0183,53.245,29968,Walker - Trapped on shore,GALWAY,13:50:00,2013,ATLANTIC 85,B-853,ILB,PEOPLE,Person on island,Cut off by tide,Resolved unaided,WALKING / RUNNING,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,180,SLIGHT,2013/06/10 00:00:00+00,,{6F431AFB-5002-4E55-B172-0347D6766D84},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.31,53.2333,30561,Commercial fishing - Other reasons,GALWAY,16:00:00,2013,ATLANTIC 85,B-853,ILB,COMMERCIAL,Fishing Vessel,Fishing gear snagged on underwater obstruction,Rendered assistance,FISHING (COMMERCIAL),FAIR,OVERCAST,SMOOTH,OVERCAST,FAIR,180,SMOOTH,2013/06/12 00:00:00+00,,{4B719E69-CD51-42AD-B028-1CE6A5A4C2EE},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0811,53.2442,31591,Hoax and false alarm,GALWAY,04:39:00,2008,,B-738,ILB,OTHER,Distress signals,Thought to be in trouble,Hoax call suspected but unconfirmed,NOT KNOWN / NOT RELEVANT / OTHER,POOR,PART CLOUDY,CHOPPY,PART CLOUDY,POOR,293,CHOPPY,2008/06/11 00:00:00+00,,{F9D24E17-D594-43E0-8228-A19381FB3743},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.9833,53.2425,31714,Small craft - Dinghy sailing,GALWAY,17:00:00,2014,ATLANTIC 85,B-853,ILB,LEISURE,Sailing Dinghy,Capsize,Resolved unaided,SAILING,FAIR,MIST,SLIGHT,MIST,FAIR,180,SLIGHT,2014/06/01 00:00:00+00,,{D35193F8-0F6D-4F00-9F73-FD91438D2107},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.025,53.2675,31772,Small craft - Kayak and canoeing,GALWAY,17:57:00,2014,ATLANTIC 85,B-853,ILB,LEISURE,Canoe/Kayak,Thought to be in trouble,Resolved unaided,KAYAKING/CANOEING (SIT IN),GOOD,OVERCAST,SMOOTH,OVERCAST,GOOD,270,SMOOTH,2014/06/02 00:00:00+00,,{C09BC957-F8E3-431D-A884-EAC9243704D8},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05,53.2675,31785,Small craft - Rowing,GALWAY,18:23:00,2014,ATLANTIC 85,B-853,ILB,LEISURE,Rowing Boat,Thought to be in trouble,Rendered assistance,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,0,CALM,2014/05/18 00:00:00+00,,{B24B755E-4F8A-4E2B-82F1-E5963DCDAB09},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.2667,53.1583,31861,Waterside activity - On shore,GALWAY,21:34:00,2014,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Others assisted casualty,NOT KNOWN / NOT RELEVANT / OTHER,FAIR,CLOUDY,CHOPPY,CLOUDY,FAIR,135,CHOPPY,2014/05/04 00:00:00+00,,{76383D63-7D0C-4823-BAC0-0D5F78A796F9},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1667,53.1333,32368,Angling from shore - Trapped on shore,GALWAY,16:16:00,2012,ATLANTIC 85,B-853,ILB,PEOPLE,Person on island,Cut off by tide,Rendered assistance,FISHING (LEISURE),GOOD,CLOUDY,CALM,CLOUDY,GOOD,90,CALM,2012/06/03 00:00:00+00,,{584DB5D2-3031-4705-8D75-EF769185DB90},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
